# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	CentralIllinois	Palmetto	Alamo	GreaterTorontoWest	InlandEmpire	MICenterLine	MISouthfield	NEGraniteState	PNWAuburnMountainview	MARMtOlive	MARHatboroHorsham	Israel	GreaterTorontoEast	Arkansas	SanDiego	Crossroads	LakeSuperior	NorthernLights	HubCity	NEUNH	CentralValley	MIKetteringU	MIGullLake	PNWOregonCity	PNWGlacierPeak	NEGroton	MexicoCity	Sacramento	Orlando	GreaterKansasCity	St.Louis	NorthCarolina	NewYorkTechValley	Dallas	Utah	NEWPI	MIEscanaba	MIHowell	MARSpringsideChestnutHill	PNWEasternWashingtonU	PNWMt.Vernon	MARClifton	Waterloo	Montreal	Arizona	LosAngeles	Boilermaker	Buckeye	Virginia	Wisconsin	MIWestMichigan	MIGreatLakesBayRegion	MITraverseCity	PNWWilsonville	NERhodeIsland	PNWShorewood	NESouthington	MARLenape-Seneca	NorthBay	Peachtree	Hawaii	Minnesota10000Lakes	MinnesotaNorthStar	SBPLILongIsland	FingerLakes	QueenCity	Oklahoma	GreaterPittsburgh	SmokyMountains	GreaterDC	NENortheasternU	MILivonia	MISt.Joseph	MIWaterford	PNWAuburn	PNWCentralWashingtonU	NEHartford	MARBridgewaterRaritan	WesternCanada	WindsorEssexGreatLakes	SiliconValley	Colorado	SouthFlorida	Midwest	Bayou	Chesapeake	LasVegas	NewYorkCity	LoneStar	NEPineTree	MiLansing	MIBedford	MITroy	PNWOregonStateU	NewEnglandRegion	MichiganState	AutodeskPNW	MidAtlanticRegion	Archimedes	Curie	Galileo	Newton
																																																																																																													
2	Hilton Head Island, SC USA	Beaufort County School District/Time Warner/Foundation for Educational Excellence/Hilton Head Concours de Elegance & Hilton Head Island High School	Beachbotics	1876	1119	31.9			31.9069136370213																											25.7628877894412																																																																									
1	Chesterfield, MO USA	The Boeing Company/Diode Dynamics, LLC./Electronic Support Systems/Washington University in St. Louis/Maritz Inc. & Parkway Central High School	Nuts & Colts	4404	1120	31.9																																31.902233542343																																																																							
2	Southborough, MA USA	Raytheon / Quinn Popcorn / BOSE & St. Mark's School	Gone Fishin'	3566	1121	31.9									16.314168182226																																																																					31.888458744245																									
1	Jasper, AL USA	BAE Systems/JCPenney Co./Bevill State Community College/Alabama Power Service Organization & Walker County Center of Technology	Gear Heads	2918	1122	31.9																																																																																						31.8614212319026																	
2	Oakville, ON Canada	King's Christian Collegiate/FIRST/Hatch/Anubis 3D & King's Christian Collegiate	King's Mechavaliers	4519	1123	31.9																																												21.7007112203166																																					31.8539857104005																						
1	Bronx, NY USA	Pershing Square / 16 Hertz LLC / Bronx Aerospace High School & Evander Campus	Aerospace	3760	1124	31.8																																																																																									31.828679051671														
2	Puyallup, WA USA	Accenture & Emerald Ridge High School	JAGBOTS	2929	1125	31.8										18.5092029441429																																																																		31.8113806411605																											
2	Dundee, MI USA	SRT/Chrysler Foundation & Dundee High School	Dundee Vi-Borgs	4395	1126	31.7573871612549																								4.6941151493211																																																																					31.7573869972135										
2	Waterville, ME USA	NASA / Robotics Institute of Maine & Mid-Maine Technical Center	The Collective	4906	1127	31.7484703063965																																					30.5410939755315																																																						31.7484709435632												
2	Brimley, MI USA	Rodenroth Motors / Mark's Tire / Brimley PTO / Argosy & Brimley High School	The Deceivers	4392	1128	31.7																																						-4.0253685303204																31.7383614430504																																																	
2	Rutland, VT USA	GE Volunteers/Alderman Chevrolet and Toyota & Rutland County Students	iBots	2370	1129	31.7									15.2112057056356																												31.7124099383672																																																																		
3	Spokane, WA USA	Eastern Washington University & Itron / Washington First & Itron / Wagstaff / F5 / Haskins Steel / CenturyLink / Microsoft & West Valley High School	CHUCK	2147	1130	31.7																																									20.7222244399412																																			16.3899101880849																						31.6856686650004					
2	Honeoye Falls, NY USA	General Motors / Xerox / Johnson and Johnson Services / NASA & Honeoye Falls-Lima High School	CougarTech	2228	1131	31.7																																		31.6782977725529																																11.0323066121566																																					
1	Central Islip, NY USA	Arrow Electronics & Central Islip Senior High School	CIBorgs	4006	1132	31.7																																																																	31.6564018167612																																						
1	Willmar, MN USA	Jennie-O Turkey Store / Willmar foundation & Willmar High School	WARPSPEED	4239	1133	31.6																																																																31.6493370987308																																							
2	Carrollton, TX USA	jcpenney/Texas Workforce Commission & Prince of Peace Christian School	RoboPOP	3802	1134	31.6				7.1242359353313																															31.6296749085083																																																																				
3	Spokane, WA USA	Ferris High Scool	SaxonBots	5111	1135	31.6																																									6.8197855511747																																				22.9084768576978																					31.6072302439523					
2	Hampton, VA USA	NDEP/SPAWAR Systems Center Atlantic/Lockheed Martin/BAE Systems -Norfolk Ship Repair/Community Knights/Alcoa Howmet/Analytical Mechanics Associates/ECPI Newport News Campus/Georgia Tech Research Institute/Huntington Ingalls Industries/Newport News Shipbuilding Apprentice School/Hampton City Schools & Phoebus High School	Phantom Mentalist	2028	1136	31.6																																																		8.0192632363183																			31.5971264143423																																		
2	Yonkers, NY USA	The Economos Foundation / Con Edison / NASA & Yonkers High School	Mechadogs	5123	1137	31.5933685302734	Archimedes																																																																																								8.1270174339541											31.5933675918607			
1	Hutchinson, MN USA	3M & Hutchinson High School- Tigerbots	Tigers	2509	1138	31.6																																																															31.5587093537281																																								
2	Waldorf, MD USA	Charles County Public Schools	Robo Raptors	3650	1139	31.5																																																																							31.5482060195898																10.2488685888834																
2	Brampton, ON Canada	General Motors of Canada & Chinguacousy S.S.	Chingbotics	3560	1140	31.5					31.5423740979187																																																																												22.7190357068																						
2	Flint, MI USA	JC's Automotive / Creative Foam Corporation / ToneCat Inc DBA Matco Tools / Cathy Hite & Kearsley High School	Hornets	5150	1141	31.5066394805908																							31.506639034737																														22.9639388403888																																																		
2	Orlando, FL USA	Walt Disney World/Fluid Power Society & Colonial High School	Team Banana	945	1142	31.5																														25.6467715862387																																																								31.4974975151068																	
1	Victoria, MN USA	STROM Engineering/Crown Extrusions/Lean Partners/Lake Region Medical & Holy Famly	Fire	4207	1143	31.5																		31.4931895268319																																																																																					
